id,X,Y,M,V
3360,97.43523,194.289,58.865997,0.48383832
3361,30.25087,-23.89312,90.25917,0.5506877
3362,135.50562,255.76877,102.69342,0.44105133
3363,-207.5319,223.59639,105.214615,0.67984307
3364,-312.77124,-180.68379,111.19823,0.4474446
3365,309.28305,298.97223,68.1584,0.60099334
3366,-150.69446,139.02707,145.19841,0.81919545
3367,-39.569557,-364.77386,105.051895,0.62755126
3368,-63.56084,238.37566,98.45222,0.4543032
3369,-59.015297,214.90166,106.4435,0.71945745
3370,-137.80214,325.87247,105.49443,0.40110517
3371,-285.22632,20.80811,72.8477,0.5354266
3372,-235.11404,-273.90823,139.22516,0.63865924
3373,-86.36114,187.17093,65.98353,0.80753076
3374,-111.89597,391.46677,148.02896,0.66796005
3375,197.16231,-288.693,126.7667,1.0073671
3376,-45.210583,386.13342,49.38275,0.39304933
3377,-227.53816,-125.040726,81.51898,0.35993797
3378,302.07568,-17.445148,125.53076,0.3693792
3379,-137.6895,-180.76245,97.67685,0.5360072
3380,289.61542,27.667835,116.92651,0.72415847
3381,-266.23404,-263.37024,98.558426,0.4222029
3382,231.63498,-288.54315,113.35692,0.5269845
3383,89.10931,-261.96606,139.74121,0.7782133
3384,-235.48312,99.61533,60.982655,0.54940695
3385,342.52753,37.4565,69.3069,0.3565774
3386,303.26874,4.935351,80.803764,0.45268804
3387,-150.77567,-126.5291,101.402756,0.54808193
3388,-370.3227,0.3288986,149.09601,0.3728698
3389,-286.3978,117.28005,41.284348,0.80338335
3390,34.185314,74.42147,61.627785,0.5786659
3391,-162.3444,40.498943,112.11792,0.9229534
3392,-112.26292,16.636211,112.67955,0.7806703
3393,-223.60368,-283.29224,95.51225,0.8888663
3394,-244.07857,165.2885,58.109478,0.58471894
3395,-168.60031,-321.13193,119.1167,0.8117714
3396,-256.94434,-202.2344,80.44882,0.5662856
3397,154.80344,213.0116,93.33876,0.79633534
3398,-65.95034,142.43633,116.9447,0.45394817
3399,281.01318,-144.25967,138.9113,0.785801
3400,284.31705,260.61142,94.21001,0.41861194
3401,-83.95912,19.104458,124.43556,0.51872504
3402,222.93599,253.0841,129.5809,0.5885243
3403,-130.36855,-223.56436,98.0251,0.6075761
3404,-428.9584,-197.05421,51.569958,0.6138886
3405,232.84737,-260.4765,91.78777,0.7477999
3406,-161.80869,-16.737465,68.62072,0.7432691
3407,179.96915,185.33743,81.95929,0.48029613
3408,218.27664,291.1612,47.73227,0.60876447
3409,-272.6662,-250.98901,120.60197,0.827363
3410,128.04016,113.21263,135.41653,0.8175092
3411,-375.14697,-130.52295,78.734276,0.677124
3412,22.40408,48.239117,116.582504,0.38664272
3413,56.40017,-256.05783,119.352905,0.61637735
3414,134.52904,182.93047,50.729855,0.41868562
3415,223.3981,-263.1091,134.218,0.7579531
3416,-289.63873,-120.79293,111.39099,0.6456845
3417,54.52708,-336.80817,74.01123,0.66293067
3418,-76.879234,-25.217464,130.4673,0.40797657
3419,423.11066,-64.84807,108.621056,0.8014555
3420,138.84793,-118.75191,117.089005,0.24105048
3421,-83.59227,131.40913,92.3305,0.6219826
3422,49.181175,371.97626,149.75485,0.7223071
3423,408.9689,-81.47212,72.90046,0.84305686
3424,330.46637,-55.415638,87.99883,0.2234356
3425,-286.83795,-37.241405,104.685196,0.8850651
3426,372.06912,-41.35066,96.77144,0.6155409
3427,-414.07608,-284.0252,69.982925,0.43031487
3428,-69.80177,246.48523,71.71305,0.54655147
3429,310.54633,-11.710406,71.270515,0.27745202
3430,354.19403,207.91092,123.72603,0.32490653
3431,118.30137,190.6541,55.537823,0.38560984
3432,-304.9073,253.51018,74.86939,0.25113407
3433,-125.4006,174.13843,85.90163,0.9659753
3434,-146.69978,432.91284,120.75802,0.6031822
3435,-427.71524,-298.57578,106.9766,0.6624234
3436,188.42868,313.60757,75.42732,0.43679625
3437,267.9367,-47.413246,106.8855,0.65290403
3438,399.24268,-61.836773,111.30522,0.26488
3439,-200.7432,50.605305,107.03783,0.39575276
3440,-133.50534,300.25873,112.657104,0.21424241
3441,-149.94257,15.378863,116.61473,0.6719048
3442,16.72999,231.89095,77.09261,0.43028712
3443,189.59737,327.19696,116.96875,0.59308094
3444,-272.18933,-50.16439,89.31863,0.8247863
3445,-305.59747,-216.66965,109.286705,0.94235337
3446,-322.32162,168.0369,111.95862,0.75315154
3447,-129.48102,256.34058,113.89419,0.64021075
3448,-84.509315,-253.05852,118.906235,0.2551753
3449,-171.61647,-328.43607,62.763397,0.4868795
3450,-216.46304,-313.34482,46.53542,0.52257055
3451,378.80228,-267.97333,68.02532,0.8218851
3452,-296.31268,6.587995,89.965164,0.42318612
3453,-192.51729,216.47961,83.08311,0.9042276
3454,-128.19438,3.2206473,120.69376,0.6811064
3455,125.12714,149.96333,66.11216,0.24106157
3456,-13.419119,138.42908,47.788746,0.9239399
3457,-252.91284,-254.70076,79.211044,0.7882998
3458,42.918743,338.66736,40.534565,0.4452777
3459,157.12822,-107.598145,32.914753,0.49187723
3460,-9.042875,-374.68878,102.61338,0.499422
3461,380.37534,-31.43811,95.88301,0.48236242
3462,48.96049,114.15027,95.34635,0.27244315
3463,247.45544,57.85221,62.58955,0.7487892
3464,178.54733,251.71097,119.463196,0.8383382
3465,-4.1455235,143.6401,77.54835,0.36912972
3466,153.48065,-53.554787,106.401405,0.58814466
3467,248.55081,-306.99628,92.59644,0.58127826
3468,148.41861,324.12067,94.91927,0.21366815
3469,-215.10237,-251.5229,56.728832,0.20019536
3470,-232.91338,-34.599598,75.42299,0.20003137
3471,-131.4467,-261.14584,124.54137,0.701972
3472,197.0513,77.27353,98.967766,0.98328763
3473,36.00934,221.95334,125.55619,0.99024045
3474,432.3832,-183.52097,47.95884,0.44160098
3475,-45.4694,302.8885,51.66443,0.48163652
3476,-57.514606,173.34462,140.88994,0.92615783
3477,-7.949229,215.41011,60.04348,0.24904461
3478,178.20016,4.415736,119.83749,0.7172733
3479,-318.9898,-265.7895,101.08556,0.47912103
3480,247.64218,32.38143,79.7226,0.83116114
3481,213.41866,48.104008,137.61063,0.73772985
3482,158.87799,-24.062647,101.23346,0.33595803
3483,383.04462,-237.28792,108.69716,0.54812443
3484,-242.0282,-257.54852,73.61311,0.41890582
3485,266.00027,-210.08545,118.55709,0.6270687
3486,126.118,225.40298,98.00238,0.42423368
3487,-275.90167,-126.02779,123.47658,0.20509858
3488,-328.7785,215.56076,127.53831,0.677482
3489,274.00385,-48.889214,128.27087,0.9839956
3490,183.55641,-72.51142,129.25839,0.42370248
3491,-210.54514,7.967982,91.73889,0.20571506
3492,319.70163,-325.525,118.93559,0.8895494
3493,-193.65253,72.149414,103.80503,0.4156137
3494,-106.91762,306.61316,70.207504,0.32496244
3495,-234.63632,304.65536,86.89639,0.66890085
3496,-1.0677025,114.66974,89.68548,0.3965989
3497,402.8251,-278.27704,92.34526,0.39899462
3498,297.8693,-240.80022,105.34403,0.63251626
3499,178.75288,259.6542,57.06833,0.41044244
